sku,season,season_universe,season_tagline,kategori,nama_blend,narrative_context,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-AUT-089,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Field-worn Hammer,The Amber Descent · Seasonal collection,Flores Manggarai Dark SemiWashed 40% | Solok Radjo Dark Anaerobic 60%,Dark,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Flores Manggarai serta Solok Radjo dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Anaerobic, menghadirkan nuansa smoke, black cherry, dark caramel yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Syrupy,Flores Manggarai (Dark / SemiWashed): 400g (40%) | Solok Radjo (Dark / Anaerobic): 600g (60%) | total: 1000g,Ideal untuk Ristretto
S-AUT-090,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Antique Astrolabe,The Amber Descent · Seasonal collection,Gunung Halu Medium Honey 40% | Java Preanger Dark Anaerobic 35% | Java Temanggung Medium SemiWashed 25%,Medium,"Seperti kompas yang selalu menunjuk ke tempat yang tepat, blend ini mempertemukan biji-biji dari Gunung Halu serta Java Preanger serta Java Temanggung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Anaerobic, menghadirkan nuansa vanilla, apricot jam, roasted nut yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Velvety,Gunung Halu (Medium / Honey): 400g (40%) | Java Preanger (Dark / Anaerobic): 350g (35%) | Java Temanggung (Medium / SemiWashed): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-091,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Faded Rucksack,The Amber Descent · Seasonal collection,Java Temanggung Medium Honey 40% | Papua Wamena Dark Anaerobic 35% | Sembalun Rinjani Dark Honey 25%,Dark,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Java Temanggung serta Papua Wamena serta Sembalun Rinjani dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Anaerobic, menghadirkan nuansa dark sugar, maple syrup, fermented cocoa yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Heavy Body,Java Temanggung (Medium / Honey): 400g (40%) | Papua Wamena (Dark / Anaerobic): 350g (35%) | Sembalun Rinjani (Dark / Honey): 250g (25%) | total: 1000g,Best for Batch Brew
S-AUT-092,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Worn Ledger,The Amber Descent · Seasonal collection,Semeru Medium Natural 50% | Temanggung Dark Natural 30% | Java Temanggung Medium Wine 20%,Medium,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Semeru serta Temanggung serta Java Temanggung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Wine, menghadirkan nuansa balsamic, berry jam, tar yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Round,Semeru (Medium / Natural): 500g (50%) | Temanggung (Dark / Natural): 300g (30%) | Java Temanggung (Medium / Wine): 200g (20%) | total: 1000g,Best for Moka Pot
S-AUT-093,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Hardy Survey Map,The Amber Descent · Seasonal collection,Toraja Sapan Light Natural 50% | Java Garut Medium SemiWashed 30% | Bukit Barisan Light Anaerobic 20%,Light,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Toraja Sapan serta Java Garut serta Bukit Barisan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan SemiWashed, menghadirkan nuansa rum raisin, vanilla, milk caramel yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Tea-like,Toraja Sapan (Light / Natural): 500g (50%) | Java Garut (Medium / SemiWashed): 300g (30%) | Bukit Barisan (Light / Anaerobic): 200g (20%) | total: 1000g,Best for V60
S-AUT-094,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Polished Barometer,The Amber Descent · Seasonal collection,Solok Radjo Dark Washed 45% | Toraja Kalosi Dark Washed 35% | Bukit Barisan Light SemiWashed 20%,Dark,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Solok Radjo serta Toraja Kalosi serta Bukit Barisan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan SemiWashed, menghadirkan nuansa bitter chocolate, dark roast, smoky caramel yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Heavy Body,Solok Radjo (Dark / Washed): 450g (45%) | Toraja Kalosi (Dark / Washed): 350g (35%) | Bukit Barisan (Light / SemiWashed): 200g (20%) | total: 1000g,Cocok untuk Cold Brew
S-AUT-095,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Inherited Compass,The Amber Descent · Seasonal collection,Java Sindoro Light WetHulled 40% | Flores Bajawa Light Natural 60%,Light,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Sindoro serta Flores Bajawa dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Natural, menghadirkan nuansa strawberry, blueberry, tobacco leaf yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Tea-like,Java Sindoro (Light / WetHulled): 400g (40%) | Flores Bajawa (Light / Natural): 600g (60%) | total: 1000g,Best for V60
S-AUT-096,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Worn Aneroid,The Amber Descent · Seasonal collection,Java Manglayang Light Natural 40% | Bukit Barisan Dark WetHulled 60%,Medium,"Seperti kompas yang selalu menunjuk ke tempat yang tepat, blend ini mempertemukan biji-biji dari Java Manglayang serta Bukit Barisan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan WetHulled, menghadirkan nuansa bark, blueberry, clove yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Round,Java Manglayang (Light / Natural): 400g (40%) | Bukit Barisan (Dark / WetHulled): 600g (60%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-097,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Reliable Odometer,The Amber Descent · Seasonal collection,Java Temanggung Dark Anaerobic 55% | Papua Wamena Medium WetHulled 30% | Bali Kintamani Dark Honey 15%,Dark,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Temanggung serta Papua Wamena serta Bali Kintamani dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan WetHulled, menghadirkan nuansa spice, smoke, mushroom yang bersih namun penuh kedalaman. Sebuah penghormatan kepada artefak yang merekam lebih dari sekadar perjalanan.",Syrupy,Java Temanggung (Dark / Anaerobic): 550g (55%) | Papua Wamena (Medium / WetHulled): 300g (30%) | Bali Kintamani (Dark / Honey): 150g (15%) | total: 1000g,Best for Espresso
S-AUT-098,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Tarnished Clinometer,The Amber Descent · Seasonal collection,Dampit Malang Medium SemiWashed 45% | Kerinci Kayu Aro Medium Anaerobic 55%,Medium,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Dampit Malang serta Kerinci Kayu Aro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Anaerobic, menghadirkan nuansa roasted nut, apricot jam, cacao nib yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Velvety,Dampit Malang (Medium / SemiWashed): 450g (45%) | Kerinci Kayu Aro (Medium / Anaerobic): 550g (55%) | total: 1000g,Versatile for Espresso & Filter
S-AUT-099,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Gilded Compass,The Amber Descent · Seasonal collection,Java Ciwidey Light SemiWashed 50% | Java Garut Medium SemiWashed 50%,Light,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Ciwidey serta Java Garut dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed, menghadirkan nuansa milk caramel, oolong tea, papaya yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Delicate,Java Ciwidey (Light / SemiWashed): 500g (50%) | Java Garut (Medium / SemiWashed): 500g (50%) | total: 1000g,Best for V60
S-AUT-100,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,True Compass,The Amber Descent · Seasonal collection,Aceh Gayo Dark Wine 65% | Java Manglayang Dark Wine 35%,Dark,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Aceh Gayo serta Java Manglayang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine, menghadirkan nuansa smoked plum, tobacco, dark espresso yang bersih namun penuh kedalaman. Sebuah penghormatan kepada artefak yang merekam lebih dari sekadar perjalanan.",Syrupy,Aceh Gayo (Dark / Wine): 650g (65%) | Java Manglayang (Dark / Wine): 350g (35%) | total: 1000g,Ideal untuk Ristretto
S-AUT-101,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Patinated Planimeter,The Amber Descent · Seasonal collection,Java Sindoro Dark Honey 45% | Sembalun Rinjani Light Natural 35% | Flores Bajawa Light SemiWashed 20%,Medium,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Java Sindoro serta Sembalun Rinjani serta Flores Bajawa dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Natural, menghadirkan nuansa oolong tea, blueberry, mandarin yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Velvety,Java Sindoro (Dark / Honey): 450g (45%) | Sembalun Rinjani (Light / Natural): 350g (35%) | Flores Bajawa (Light / SemiWashed): 200g (20%) | total: 1000g,Versatile for Espresso & Filter
S-AUT-102,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Inherited Penknife,The Amber Descent · Seasonal collection,Bukit Barisan Medium SemiWashed 60% | Java Garut Light Anaerobic 25% | Toraja Sapan Medium SemiWashed 15%,Medium,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bukit Barisan serta Java Garut serta Toraja Sapan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Anaerobic, menghadirkan nuansa rum raisin, vanilla, apricot jam yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Round,Bukit Barisan (Medium / SemiWashed): 600g (60%) | Java Garut (Light / Anaerobic): 250g (25%) | Toraja Sapan (Medium / SemiWashed): 150g (15%) | total: 1000g,Best for Moka Pot
S-AUT-103,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Dented Theodolite,The Amber Descent · Seasonal collection,Temanggung Light SemiWashed 45% | Semeru Medium Anaerobic 35% | Java Manglayang Light WetHulled 20%,Light,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Temanggung serta Semeru serta Java Manglayang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Anaerobic, menghadirkan nuansa cacao nib, herb, tropical punch yang bersih namun penuh kedalaman. Sebuah penghormatan kepada artefak yang merekam lebih dari sekadar perjalanan.",Silky,Temanggung (Light / SemiWashed): 450g (45%) | Semeru (Medium / Anaerobic): 350g (35%) | Java Manglayang (Light / WetHulled): 200g (20%) | total: 1000g,Best for V60
S-AUT-104,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Patinated Awl,The Amber Descent · Seasonal collection,Semeru Light Honey 50% | Java Garut Medium Wine 50%,Light,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Semeru serta Java Garut dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Wine, menghadirkan nuansa roasted grape, espresso, nectarine yang bersih namun penuh kedalaman. Sebuah penghormatan kepada artefak yang merekam lebih dari sekadar perjalanan.",Clean,Semeru (Light / Honey): 500g (50%) | Java Garut (Medium / Wine): 500g (50%) | total: 1000g,Best for V60
S-AUT-105,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Battered Altimeter,The Amber Descent · Seasonal collection,Papua Dogiyai Medium Honey 40% | Sidikalang Medium Wine 35% | Semeru Dark Honey 25%,Medium,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Papua Dogiyai serta Sidikalang serta Semeru dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Wine, menghadirkan nuansa toffee, dried apricot, roasted grape yang bersih namun penuh kedalaman. Sebuah penghormatan kepada artefak yang merekam lebih dari sekadar perjalanan.",Balanced,Papua Dogiyai (Medium / Honey): 400g (40%) | Sidikalang (Medium / Wine): 350g (35%) | Semeru (Dark / Honey): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-106,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Gilded Transit,The Amber Descent · Seasonal collection,Bengkulu Light Natural 50% | Flores Manggarai Light Natural 50%,Light,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bengkulu serta Flores Manggarai dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural, menghadirkan nuansa hibiscus, strawberry, tropical fruit yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Clean,Bengkulu (Light / Natural): 500g (50%) | Flores Manggarai (Light / Natural): 500g (50%) | total: 1000g,Cocok untuk AeroPress
S-AUT-107,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Storied Haversack,The Amber Descent · Seasonal collection,Gunung Halu Medium Natural 40% | Semeru Medium Natural 60%,Medium,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Gunung Halu serta Semeru dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural, menghadirkan nuansa molasses, prune, dark chocolate yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Medium Body,Gunung Halu (Medium / Natural): 400g (40%) | Semeru (Medium / Natural): 600g (60%) | total: 1000g,Best for Moka Pot
S-AUT-108,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Cracked Aneroid,The Amber Descent · Seasonal collection,Temanggung Light SemiWashed 60% | Lintong Onan Medium Natural 25% | Lintong Onan Dark WetHulled 15%,Light,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Temanggung serta Lintong Onan serta Lintong Onan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Natural, menghadirkan nuansa berry jam, molasses, light caramel yang bersih namun penuh kedalaman. Sebuah penghormatan kepada artefak yang merekam lebih dari sekadar perjalanan.",Tea-like,Temanggung (Light / SemiWashed): 600g (60%) | Lintong Onan (Medium / Natural): 250g (25%) | Lintong Onan (Dark / WetHulled): 150g (15%) | total: 1000g,Ideal for Chemex
