sku,season,kategori,nama_blend,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-AUT-094,Autumn,Seasonal Blend,Highland Autumn Series,Java Manglayang Dark Anaerobic 55% | Java Manglayang Dark WetHulled 30% | Arjuno Dark Natural 15%,Dark,"Hangat seperti senja musim gugur, blend golden ini memadukan biji-biji terbaik dari Java Manglayang dan Java Manglayang dan Arjuno. Diproses dengan metode Natural & WetHulled, menghadirkan profil rasa intense earth, smoke, charcoal yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Syrupy,Java Manglayang (Dark / Anaerobic): 550g (55%) | Java Manglayang (Dark / WetHulled): 300g (30%) | Arjuno (Dark / Natural): 150g (15%) | total: 1000g,Best for Batch Brew
S-AUT-095,Autumn,Seasonal Blend,Ritual Autumn Collection,Kerinci Kayu Aro Light Anaerobic 40% | Bali Kintamani Light Washed 35% | Bengkulu Medium Wine 25%,Light,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Bali Kintamani dan Bengkulu. Diproses dengan metode Washed & Wine, menghadirkan profil rasa dark plum, lemon zest, espresso yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Silky,Kerinci Kayu Aro (Light / Anaerobic): 400g (40%) | Bali Kintamani (Light / Washed): 350g (35%) | Bengkulu (Medium / Wine): 250g (25%) | total: 1000g,Pour Over Recommended
S-AUT-096,Autumn,Seasonal Blend,Equator Autumn Journey,Bali Kintamani Medium Anaerobic 50% | Toraja Sapan Dark Anaerobic 25% | Papua Dogiyai Dark SemiWashed 25%,Dark,"Aroma karamel dan rempah yang khas, blend golden ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Sapan dan Papua Dogiyai. Diproses dengan metode SemiWashed & Anaerobic, menghadirkan profil rasa dark caramel, fermented fruit, tropical punch yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Thick,Bali Kintamani (Medium / Anaerobic): 500g (50%) | Toraja Sapan (Dark / Anaerobic): 250g (25%) | Papua Dogiyai (Dark / SemiWashed): 250g (25%) | total: 1000g,Best for Batch Brew
S-AUT-097,Autumn,Seasonal Blend,Elysian Autumn Signature,Solok Radjo Light SemiWashed 50% | Java Manglayang Dark WetHulled 30% | Bali Ulian Dark Honey 20%,Medium,"Aroma karamel dan rempah yang khas, blend golden ini memadukan biji-biji terbaik dari Solok Radjo dan Java Manglayang dan Bali Ulian. Diproses dengan metode SemiWashed & Honey, menghadirkan profil rasa dark sugar, papaya, burnt caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Solok Radjo (Light / SemiWashed): 500g (50%) | Java Manglayang (Dark / WetHulled): 300g (30%) | Bali Ulian (Dark / Honey): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-098,Autumn,Seasonal Blend,Primal Autumn Journey,Flores Manggarai Light Honey 45% | Java Temanggung Dark WetHulled 35% | Bali Ulian Light WetHulled 20%,Medium,"Kaya rasa dengan kedalaman yang tak tertandingi, blend rustic ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Temanggung dan Bali Ulian. Diproses dengan metode Honey & WetHulled, menghadirkan profil rasa peat, tobacco leaf, dark tobacco yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Flores Manggarai (Light / Honey): 450g (45%) | Java Temanggung (Dark / WetHulled): 350g (35%) | Bali Ulian (Light / WetHulled): 200g (20%) | total: 1000g,Versatile for Espresso & Filter
S-AUT-099,Autumn,Seasonal Blend,Nusantara Autumn Origin,Semeru Medium WetHulled 60% | Java Manglayang Dark Natural 25% | Toraja Sapan Light Honey 15%,Medium,"Kaya rasa dengan kedalaman yang tak tertandingi, blend caramelized ini memadukan biji-biji terbaik dari Semeru dan Java Manglayang dan Toraja Sapan. Diproses dengan metode Honey & WetHulled, menghadirkan profil rasa white grape, woody, charcoal yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Semeru (Medium / WetHulled): 600g (60%) | Java Manglayang (Dark / Natural): 250g (25%) | Toraja Sapan (Light / Honey): 150g (15%) | total: 1000g,Best for Moka Pot
S-AUT-100,Autumn,Seasonal Blend,Volcano Autumn Peak,Java Manglayang Dark SemiWashed 40% | Dampit Malang Dark Wine 60%,Dark,"Kaya rasa dengan kedalaman yang tak tertandingi, blend earthy ini memadukan biji-biji terbaik dari Java Manglayang dan Dampit Malang. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa dark espresso, dark caramel, roasted grain yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Full Body,Java Manglayang (Dark / SemiWashed): 400g (40%) | Dampit Malang (Dark / Wine): 600g (60%) | total: 1000g,Ideal untuk Ristretto
S-AUT-101,Autumn,Seasonal Blend,Velvet Autumn Select,Sembalun Rinjani Dark Washed 50% | Semeru Light SemiWashed 30% | Bukit Barisan Dark Washed 20%,Medium,"Aroma karamel dan rempah yang khas, blend warm ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Semeru dan Bukit Barisan. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa molasses, dark roast, light caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Sembalun Rinjani (Dark / Washed): 500g (50%) | Semeru (Light / SemiWashed): 300g (30%) | Bukit Barisan (Dark / Washed): 200g (20%) | total: 1000g,Best for Moka Pot
S-AUT-102,Autumn,Seasonal Blend,Ancient Autumn Series,Java Temanggung Medium WetHulled 40% | Aceh Gayo Light Washed 35% | Solok Radjo Dark Anaerobic 25%,Medium,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Java Temanggung dan Aceh Gayo dan Solok Radjo. Diproses dengan metode Washed & WetHulled, menghadirkan profil rasa bergamot, lemon zest, earthy yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Java Temanggung (Medium / WetHulled): 400g (40%) | Aceh Gayo (Light / Washed): 350g (35%) | Solok Radjo (Dark / Anaerobic): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-AUT-103,Autumn,Seasonal Blend,Sacred Autumn Reserve,Temanggung Light Wine 40% | Java Puntang Dark Honey 35% | Java Manglayang Light WetHulled 25%,Medium,"Aroma karamel dan rempah yang khas, blend golden ini memadukan biji-biji terbaik dari Temanggung dan Java Puntang dan Java Manglayang. Diproses dengan metode Wine & WetHulled, menghadirkan profil rasa herb, toffee, tobacco leaf yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Temanggung (Light / Wine): 400g (40%) | Java Puntang (Dark / Honey): 350g (35%) | Java Manglayang (Light / WetHulled): 250g (25%) | total: 1000g,Best for Moka Pot
S-AUT-104,Autumn,Seasonal Blend,Highland Autumn Legacy,Papua Wamena Light WetHulled 45% | Solok Radjo Medium Washed 35% | Semeru Light Wine 20%,Light,"Aroma karamel dan rempah yang khas, blend warm ini memadukan biji-biji terbaik dari Papua Wamena dan Solok Radjo dan Semeru. Diproses dengan metode Washed & Wine, menghadirkan profil rasa milk chocolate, wine, hazelnut yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Tea-like,Papua Wamena (Light / WetHulled): 450g (45%) | Solok Radjo (Medium / Washed): 350g (35%) | Semeru (Light / Wine): 200g (20%) | total: 1000g,Pour Over Recommended
S-AUT-105,Autumn,Seasonal Blend,Mystic Autumn Blend,Bukit Barisan Dark Anaerobic 50% | Sidikalang Medium Washed 25% | Lampung Robusta Premium Dark WetHulled 25%,Dark,"Kaya rasa dengan kedalaman yang tak tertandingi, blend caramelized ini memadukan biji-biji terbaik dari Bukit Barisan dan Sidikalang dan Lampung Robusta Premium. Diproses dengan metode Washed & WetHulled, menghadirkan profil rasa black cherry, clove, dark tobacco yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Syrupy,Bukit Barisan (Dark / Anaerobic): 500g (50%) | Sidikalang (Medium / Washed): 250g (25%) | Lampung Robusta Premium (Dark / WetHulled): 250g (25%) | total: 1000g,Best for Espresso
S-AUT-106,Autumn,Seasonal Blend,Elysian Autumn Edition,Sembalun Rinjani Light Washed 55% | Toraja Sapan Medium Wine 45%,Light,"Kaya rasa dengan kedalaman yang tak tertandingi, blend golden ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Toraja Sapan. Diproses dengan metode Washed & Wine, menghadirkan profil rasa espresso, bergamot, roasted grape yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Delicate,Sembalun Rinjani (Light / Washed): 550g (55%) | Toraja Sapan (Medium / Wine): 450g (45%) | total: 1000g,Pour Over Recommended
S-AUT-107,Autumn,Seasonal Blend,Dawn Autumn Fusion,Java Temanggung Dark Anaerobic 50% | Sembalun Rinjani Medium SemiWashed 25% | Java Garut Dark Washed 25%,Dark,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Java Temanggung dan Sembalun Rinjani dan Java Garut. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa smoky caramel, milk caramel, smoke yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Full Body,Java Temanggung (Dark / Anaerobic): 500g (50%) | Sembalun Rinjani (Medium / SemiWashed): 250g (25%) | Java Garut (Dark / Washed): 250g (25%) | total: 1000g,Best for Batch Brew
S-AUT-108,Autumn,Seasonal Blend,Equator Autumn Spring,Java Sindoro Dark Washed 40% | Bengkulu Medium Washed 35% | Aceh Gayo Light WetHulled 25%,Medium,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Java Sindoro dan Bengkulu dan Aceh Gayo. Diproses dengan metode Washed & WetHulled, menghadirkan profil rasa smoky caramel, green pepper, brown sugar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Java Sindoro (Dark / Washed): 400g (40%) | Bengkulu (Medium / Washed): 350g (35%) | Aceh Gayo (Light / WetHulled): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-AUT-109,Autumn,Seasonal Blend,Midnight Autumn Craft,Java Ciwidey Light SemiWashed 60% | Toraja Kalosi Medium Honey 25% | Solok Radjo Medium SemiWashed 15%,Light,"Kaya rasa dengan kedalaman yang tak tertandingi, blend earthy ini memadukan biji-biji terbaik dari Java Ciwidey dan Toraja Kalosi dan Solok Radjo. Diproses dengan metode SemiWashed & Honey, menghadirkan profil rasa maple syrup, roasted nut, mandarin yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Light Body,Java Ciwidey (Light / SemiWashed): 600g (60%) | Toraja Kalosi (Medium / Honey): 250g (25%) | Solok Radjo (Medium / SemiWashed): 150g (15%) | total: 1000g,Best for V60
S-AUT-110,Autumn,Seasonal Blend,Equator Autumn Collection,Lampung Robusta Premium Dark SemiWashed 45% | Java Temanggung Medium SemiWashed 55%,Medium,"Kaya rasa dengan kedalaman yang tak tertandingi, blend warm ini memadukan biji-biji terbaik dari Lampung Robusta Premium dan Java Temanggung. Diproses dengan metode SemiWashed, menghadirkan profil rasa milk caramel, dark caramel, vanilla yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Lampung Robusta Premium (Dark / SemiWashed): 450g (45%) | Java Temanggung (Medium / SemiWashed): 550g (55%) | total: 1000g,Versatile for Espresso & Filter
S-AUT-111,Autumn,Seasonal Blend,Ember Autumn Crest,Toraja Kalosi Dark Anaerobic 50% | Java Garut Dark Wine 30% | Gunung Halu Medium Anaerobic 20%,Dark,"Karakter earthy yang menenangkan, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Java Garut dan Gunung Halu. Diproses dengan metode Wine & Anaerobic, menghadirkan profil rasa smoked plum, tobacco, smoke yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Heavy Body,Toraja Kalosi (Dark / Anaerobic): 500g (50%) | Java Garut (Dark / Wine): 300g (30%) | Gunung Halu (Medium / Anaerobic): 200g (20%) | total: 1000g,Best for Batch Brew
S-AUT-112,Autumn,Seasonal Blend,Horizon Autumn Fusion,Flores Manggarai Light Wine 45% | Flores Manggarai Medium Washed 55%,Light,"Hangat seperti senja musim gugur, blend earthy ini memadukan biji-biji terbaik dari Flores Manggarai dan Flores Manggarai. Diproses dengan metode Washed & Wine, menghadirkan profil rasa brown sugar, wine, almond yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Silky,Flores Manggarai (Light / Wine): 450g (45%) | Flores Manggarai (Medium / Washed): 550g (55%) | total: 1000g,Ideal for Chemex
S-AUT-113,Autumn,Seasonal Blend,Celestial Autumn Ridge,Java Temanggung Dark SemiWashed 45% | Mandheling Light Anaerobic 35% | Papua Dogiyai Medium Natural 20%,Medium,"Aroma karamel dan rempah yang khas, blend earthy ini memadukan biji-biji terbaik dari Java Temanggung dan Mandheling dan Papua Dogiyai. Diproses dengan metode SemiWashed & Natural, menghadirkan profil rasa berry jam, intense spice, molasses yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Java Temanggung (Dark / SemiWashed): 450g (45%) | Mandheling (Light / Anaerobic): 350g (35%) | Papua Dogiyai (Medium / Natural): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-114,Autumn,Seasonal Blend,Midnight Autumn Select,Solok Radjo Light Washed 50% | Java Ijen Raung Dark Honey 30% | Papua Dogiyai Dark Natural 20%,Medium,"Kaya rasa dengan kedalaman yang tak tertandingi, blend caramelized ini memadukan biji-biji terbaik dari Solok Radjo dan Java Ijen Raung dan Papua Dogiyai. Diproses dengan metode Washed & Honey, menghadirkan profil rasa espresso, jasmine, charcoal yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Solok Radjo (Light / Washed): 500g (50%) | Java Ijen Raung (Dark / Honey): 300g (30%) | Papua Dogiyai (Dark / Natural): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-115,Autumn,Seasonal Blend,Harvest Autumn Craft,Bali Ulian Dark Wine 60% | Java Puntang Dark Washed 40%,Dark,"Aroma karamel dan rempah yang khas, blend mellow ini memadukan biji-biji terbaik dari Bali Ulian dan Java Puntang. Diproses dengan metode Washed & Wine, menghadirkan profil rasa molasses, dark espresso, dark roast yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Heavy Body,Bali Ulian (Dark / Wine): 600g (60%) | Java Puntang (Dark / Washed): 400g (40%) | total: 1000g,Best for Batch Brew
S-AUT-116,Autumn,Seasonal Blend,Primal Autumn Valley,Bali Kintamani Medium Washed 45% | Java Ciwidey Medium Anaerobic 35% | Flores Manggarai Medium SemiWashed 20%,Medium,"Karakter earthy yang menenangkan, blend golden ini memadukan biji-biji terbaik dari Bali Kintamani dan Java Ciwidey dan Flores Manggarai. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa milk caramel, almond, hazelnut yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Bali Kintamani (Medium / Washed): 450g (45%) | Java Ciwidey (Medium / Anaerobic): 350g (35%) | Flores Manggarai (Medium / SemiWashed): 200g (20%) | total: 1000g,Best for Moka Pot
S-AUT-117,Autumn,Seasonal Blend,Archipelago Autumn Spring,Java Preanger Light Honey 50% | Dampit Malang Medium Anaerobic 25% | Sembalun Rinjani Light SemiWashed 25%,Light,"Aroma karamel dan rempah yang khas, blend mellow ini memadukan biji-biji terbaik dari Java Preanger dan Dampit Malang dan Sembalun Rinjani. Diproses dengan metode SemiWashed & Honey, menghadirkan profil rasa oolong tea, fermented fruit, apricot yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Delicate,Java Preanger (Light / Honey): 500g (50%) | Dampit Malang (Medium / Anaerobic): 250g (25%) | Sembalun Rinjani (Light / SemiWashed): 250g (25%) | total: 1000g,Pour Over Recommended
S-AUT-118,Autumn,Seasonal Blend,Nusantara Autumn Legacy,Wanoja Kamojang Dark WetHulled 65% | Bengkulu Dark SemiWashed 35%,Dark,"Aroma karamel dan rempah yang khas, blend warm ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Bengkulu. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa dark tobacco, dark caramel, bark yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Thick,Wanoja Kamojang (Dark / WetHulled): 650g (65%) | Bengkulu (Dark / SemiWashed): 350g (35%) | total: 1000g,Cocok untuk Cold Brew
S-AUT-119,Autumn,Seasonal Blend,Volcano Autumn Crest,Papua Dogiyai Light Washed 50% | Java Sindoro Medium Natural 30% | Lampung Robusta Premium Light SemiWashed 20%,Light,"Aroma karamel dan rempah yang khas, blend caramelized ini memadukan biji-biji terbaik dari Papua Dogiyai dan Java Sindoro dan Lampung Robusta Premium. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa berry jam, prune, citrus yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Silky,Papua Dogiyai (Light / Washed): 500g (50%) | Java Sindoro (Medium / Natural): 300g (30%) | Lampung Robusta Premium (Light / SemiWashed): 200g (20%) | total: 1000g,Best for V60
S-AUT-120,Autumn,Seasonal Blend,Summit Autumn Signature,Kerinci Kayu Aro Medium Wine 65% | Semeru Dark Honey 35%,Medium,"Aroma karamel dan rempah yang khas, blend mellow ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Semeru. Diproses dengan metode Wine & Honey, menghadirkan profil rasa port wine, dark plum, balsamic yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Kerinci Kayu Aro (Medium / Wine): 650g (65%) | Semeru (Dark / Honey): 350g (35%) | total: 1000g,Versatile for Espresso & Filter
